path	action	hub_path	why
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-silvertorch-torch.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-silvertorch-torch.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-silvertorch-triton.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-silvertorch-triton.log	run logs behind the golden cells
evaluation/golden/_logs/clocks.csv	hub	artifacts/golden-logs/clocks.csv	run logs behind the golden cells
evaluation/golden/_logs/driver.log	hub	artifacts/golden-logs/driver.log	run logs behind the golden cells
evaluation/golden/_logs/failed_attempts/attempt1-legacy-1indexed-attrs-crash.log	drop		crash logs of two golden attempts that produced no cell; causes in golden/README.md
evaluation/golden/_logs/failed_attempts/attempt2-inductor-common-nameerror.log	drop		crash logs of two golden attempts that produced no cell; causes in golden/README.md
evaluation/golden/_logs/provenance.txt	keep		exact HEAD/host/UTC of an active gate fixture, cited by golden/README.md
evaluation/golden/arxiv-d128-c0_maincat-silvertorch-triton.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v1_filter_mask-torch.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v1_filter_mask-triton.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v2-torch.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v2-triton.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v3-torch.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v3-triton.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v4-torch.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-linr_v4-triton.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-silvertorch-torch.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/golden/goodreads-d128-c0_genre-silvertorch-triton.json	keep		gate fixture read by C4 gate and test_c4_gate
evaluation/results/archive/arxiv/d128-filter.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d128-filter.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d128-quality.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d128-quality.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d256-filter.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d256-filter.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d256-quality.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d256-quality.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d64-filter.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d64-filter.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d64-quality.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/arxiv/d64-quality.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/deep_sweeps/arxiv-d128-silvertorch.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/deep_sweeps/arxiv-d128-silvertorch.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/deep_sweeps/goodreads-d128-linr_v3.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/deep_sweeps/goodreads-d128-linr_v3.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d128-filter.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d128-filter.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d128-quality.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d128-quality.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d256-filter.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d256-filter.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d256-quality.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d256-quality.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d64-filter.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d64-filter.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d64-quality.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/goodreads/d64-quality.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/500m-d128.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/500m-d128.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/500m-d256.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/500m-d256.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/500m-d64.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/500m-d64.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/5b-d128.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/5b-d128.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/5b-d64.json	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/archive/yambda/5b-d64.yaml	drop		pre-v2 harness output, pre-fix oracle, never citable
evaluation/results/filter/goodreads-d128.jsonl	hub	d1-a/filter/goodreads-d128.jsonl	live D1-a campaign records
evaluation/results/filter/goodreads-d128.samples.jsonl	hub	d1-a/filter/goodreads-d128.samples.jsonl	live D1-a campaign records
